epoch,loss,val_loss
0,150.9293243408203,87.48403930664062
1,96.39934692382812,108.73281478881836
2,99.27030639648437,98.1820068359375
3,86.00655975341797,77.09976196289062
4,82.80391845703124,72.82171630859375
5,82.4290054321289,73.83745193481445
6,78.30396270751953,77.9926872253418
7,77.70521240234375,73.8891372680664
8,77.13692626953124,72.59471893310547
